-1.71488769,5.24437649,14.23,-0.762438644,6.42304752,13.59,2.45530414,7.53871359,17.58,3.15214995,7.55658025,17.78,1
-2.31389184,3.93179739,14.51,-1.71488769,5.24437649,14.23,-0.762438644,6.42304752,13.59,2.45530414,7.53871359,17.58,1
-1.50553639,4.04095383,11.01,-2.31389184,3.93179739,14.51,-1.71488769,5.24437649,14.23,-0.762438644,6.42304752,13.59,1
0.277598032,3.4629499,9.29,-1.50553639,4.04095383,11.01,-2.31389184,3.93179739,14.51,-1.71488769,5.24437649,14.23,1
1.03906564,2.09665697,8.65,0.277598032,3.4629499,9.29,-1.50553639,4.04095383,11.01,-2.31389184,3.93179739,14.51,1
3.65680311,1.52467802,8.8,1.03906564,2.09665697,8.65,0.277598032,3.4629499,9.29,-1.50553639,4.04095383,11.01,1
5.49519663,2.18827112,9.46,3.65680311,1.52467802,8.8,1.03906564,2.09665697,8.65,0.277598032,3.4629499,9.29,1
6.23471397,3.11426474,9.43,5.49519663,2.18827112,9.46,3.65680311,1.52467802,8.8,1.03906564,2.09665697,8.65,1
5.9487441,3.37222036,9.69,6.23471397,3.11426474,9.43,5.49519663,2.18827112,9.46,3.65680311,1.52467802,8.8,1
5.74984921,3.34019264,10.56,5.9487441,3.37222036,9.69,6.23471397,3.11426474,9.43,5.49519663,2.18827112,9.46,1
4.68731193,3.21195494,11.39,5.74984921,3.34019264,10.56,5.9487441,3.37222036,9.69,6.23471397,3.11426474,9.43,1
3.51144986,2.66254702,9.27,4.68731193,3.21195494,11.39,5.74984921,3.34019264,10.56,5.9487441,3.37222036,9.69,1
2.76355164,2.63800455,8.48,3.51144986,2.66254702,9.27,4.68731193,3.21195494,11.39,5.74984921,3.34019264,10.56,1
2.69450812,2.67774701,7.92,2.76355164,2.63800455,8.48,3.51144986,2.66254702,9.27,4.68731193,3.21195494,11.39,1
3.4445842,2.43914531,7.9,2.69450812,2.67774701,7.92,2.76355164,2.63800455,8.48,3.51144986,2.66254702,9.27,1
3.20398362,2.5396224,8.1,3.4445842,2.43914531,7.9,2.69450812,2.67774701,7.92,2.76355164,2.63800455,8.48,1
3.211345,2.15260464,7.83,3.20398362,2.5396224,8.1,3.4445842,2.43914531,7.9,2.69450812,2.67774701,7.92,1
2.12993991,1.04487736,6.92,3.211345,2.15260464,7.83,3.20398362,2.5396224,8.1,3.4445842,2.43914531,7.9,1
2.38295628,0.640148505,6.21,2.12993991,1.04487736,6.92,3.211345,2.15260464,7.83,3.20398362,2.5396224,8.1,1
1.97925513,0.818062432,6.27,2.38295628,0.640148505,6.21,2.12993991,1.04487736,6.92,3.211345,2.15260464,7.83,1
2.21568071,2.50579148,6.22,1.97925513,0.818062432,6.27,2.38295628,0.640148505,6.21,2.12993991,1.04487736,6.92,1
2.32749064,3.0228248,6.65,2.21568071,2.50579148,6.22,1.97925513,0.818062432,6.27,2.38295628,0.640148505,6.21,1
2.71361447,3.38210817,6.84,2.32749064,3.0228248,6.65,2.21568071,2.50579148,6.22,1.97925513,0.818062432,6.27,1
3.65463068,3.11149257,6.92,2.71361447,3.38210817,6.84,2.32749064,3.0228248,6.65,2.21568071,2.50579148,6.22,1
3.0981533,2.76220498,6.66,3.65463068,3.11149257,6.92,2.71361447,3.38210817,6.84,2.32749064,3.0228248,6.65,1
3.51200621,2.84706505,7.16,3.0981533,2.76220498,6.66,3.65463068,3.11149257,6.92,2.71361447,3.38210817,6.84,1
2.4490242,3.12970067,7.98,3.51200621,2.84706505,7.16,3.0981533,2.76220498,6.66,3.65463068,3.11149257,6.92,1
3.20499408,3.4388958,8.47,2.4490242,3.12970067,7.98,3.51200621,2.84706505,7.16,3.0981533,2.76220498,6.66,1
2.89280226,3.42795163,9.44,3.20499408,3.4388958,8.47,2.4490242,3.12970067,7.98,3.51200621,2.84706505,7.16,1
3.10026915,3.81967027,9.73,2.89280226,3.42795163,9.44,3.20499408,3.4388958,8.47,2.4490242,3.12970067,7.98,1
2.53189693,3.51199834,9.08,3.10026915,3.81967027,9.73,2.89280226,3.42795163,9.44,3.20499408,3.4388958,8.47,1
1.74155302,3.39380807,8.61,2.53189693,3.51199834,9.08,3.10026915,3.81967027,9.73,2.89280226,3.42795163,9.44,1
2.04600322,3.49704509,8.25,1.74155302,3.39380807,8.61,2.53189693,3.51199834,9.08,3.10026915,3.81967027,9.73,1
1.68418415,3.70266794,8.24,2.04600322,3.49704509,8.25,1.74155302,3.39380807,8.61,2.53189693,3.51199834,9.08,1
1.49825617,4.40371593,8.16,1.68418415,3.70266794,8.24,2.04600322,3.49704509,8.25,1.74155302,3.39380807,8.61,1
-0.443578925,4.38063419,7.74,1.49825617,4.40371593,8.16,1.68418415,3.70266794,8.24,2.04600322,3.49704509,8.25,1
-1.2999421,4.14096022,6.43,-0.443578925,4.38063419,7.74,1.49825617,4.40371593,8.16,1.68418415,3.70266794,8.24,1
-0.553622273,3.02032193,5.86,-1.2999421,4.14096022,6.43,-0.443578925,4.38063419,7.74,1.49825617,4.40371593,8.16,1
0.778318475,2.09599585,5.64,-0.553622273,3.02032193,5.86,-1.2999421,4.14096022,6.43,-0.443578925,4.38063419,7.74,1
1.68665222,2.17745606,4.82,0.778318475,2.09599585,5.64,-0.553622273,3.02032193,5.86,-1.2999421,4.14096022,6.43,1
2.0911625,2.26094473,4.02,1.68665222,2.17745606,4.82,0.778318475,2.09599585,5.64,-0.553622273,3.02032193,5.86,1
2.70773872,2.26788972,3.77,2.0911625,2.26094473,4.02,1.68665222,2.17745606,4.82,0.778318475,2.09599585,5.64,1
3.23876073,2.20209951,3.26,2.70773872,2.26788972,3.77,2.0911625,2.26094473,4.02,1.68665222,2.17745606,4.82,1
3.05696889,2.39888002,3.04,3.23876073,2.20209951,3.26,2.70773872,2.26788972,3.77,2.0911625,2.26094473,4.02,1
2.149421,2.35748777,3.04,3.05696889,2.39888002,3.04,3.23876073,2.20209951,3.26,2.70773872,2.26788972,3.77,1
1.77515676,2.31670593,3,2.149421,2.35748777,3.04,3.05696889,2.39888002,3.04,3.23876073,2.20209951,3.26,1
1.26765832,1.9061479,3.06,1.77515676,2.31670593,3,2.149421,2.35748777,3.04,3.05696889,2.39888002,3.04,1
2.40712759,2.00675631,2.99,1.26765832,1.9061479,3.06,1.77515676,2.31670593,3,2.149421,2.35748777,3.04,1
2.79188527,1.78821821,3.21,2.40712759,2.00675631,2.99,1.26765832,1.9061479,3.06,1.77515676,2.31670593,3,1
3.66075501,1.89308881,3.94,2.79188527,1.78821821,3.21,2.40712759,2.00675631,2.99,1.26765832,1.9061479,3.06,1
2.91958756,1.98966546,4.49,3.66075501,1.89308881,3.94,2.79188527,1.78821821,3.21,2.40712759,2.00675631,2.99,1
3.0708243,2.06888423,5.17,2.91958756,1.98966546,4.49,3.66075501,1.89308881,3.94,2.79188527,1.78821821,3.21,1
2.05531964,2.23423056,5.81,3.0708243,2.06888423,5.17,2.91958756,1.98966546,4.49,3.66075501,1.89308881,3.94,1
1.81844944,2.12632596,6.02,2.05531964,2.23423056,5.81,3.0708243,2.06888423,5.17,2.91958756,1.98966546,4.49,1
1.54386815,2.04875543,5.8,1.81844944,2.12632596,6.02,2.05531964,2.23423056,5.81,3.0708243,2.06888423,5.17,1
1.90893464,1.8606206,5.72,1.54386815,2.04875543,5.8,1.81844944,2.12632596,6.02,2.05531964,2.23423056,5.81,1
2.21592982,1.93169327,5.36,1.90893464,1.8606206,5.72,1.54386815,2.04875543,5.8,1.81844944,2.12632596,6.02,1
3.09402453,2.28507464,5.24,2.21592982,1.93169327,5.36,1.90893464,1.8606206,5.72,1.54386815,2.04875543,5.8,1
3.30621275,2.31521595,5.31,3.09402453,2.28507464,5.24,2.21592982,1.93169327,5.36,1.90893464,1.8606206,5.72,1
3.70300275,2.29504336,5.28,3.30621275,2.31521595,5.31,3.09402453,2.28507464,5.24,2.21592982,1.93169327,5.36,1
2.72798691,2.04626906,5.28,3.70300275,2.29504336,5.28,3.30621275,2.31521595,5.31,3.09402453,2.28507464,5.24,1
3.30969722,1.70190052,5.52,2.72798691,2.04626906,5.28,3.70300275,2.29504336,5.28,3.30621275,2.31521595,5.31,1
3.5204338,1.33557912,5.53,3.30969722,1.70190052,5.52,2.72798691,2.04626906,5.28,3.70300275,2.29504336,5.28,1
3.5371711,1.26570836,5.51,3.5204338,1.33557912,5.53,3.30969722,1.70190052,5.52,2.72798691,2.04626906,5.28,1
3.02009898,1.242252,5.52,3.5371711,1.26570836,5.51,3.5204338,1.33557912,5.53,3.30969722,1.70190052,5.52,1
2.72415228,1.07217522,5.5,3.02009898,1.242252,5.52,3.5371711,1.26570836,5.51,3.5204338,1.33557912,5.53,1
3.25066355,1.0460561,5.53,2.72415228,1.07217522,5.5,3.02009898,1.242252,5.52,3.5371711,1.26570836,5.51,1
3.89448142,1.30827704,4.86,3.25066355,1.0460561,5.53,2.72415228,1.07217522,5.5,3.02009898,1.242252,5.52,1
3.72295743,1.34448959,4.73,3.89448142,1.30827704,4.86,3.25066355,1.0460561,5.53,2.72415228,1.07217522,5.5,1
3.24198429,1.57898017,4.75,3.72295743,1.34448959,4.73,3.89448142,1.30827704,4.86,3.25066355,1.0460561,5.53,1
2.86738787,1.8511595,5.09,3.24198429,1.57898017,4.75,3.72295743,1.34448959,4.73,3.89448142,1.30827704,4.86,1
3.79076312,2.22120187,5.31,2.86738787,1.8511595,5.09,3.24198429,1.57898017,4.75,3.72295743,1.34448959,4.73,1
3.26323277,2.45995344,5.68,3.79076312,2.22120187,5.31,2.86738787,1.8511595,5.09,3.24198429,1.57898017,4.75,1
3.87976903,2.50037635,6.27,3.26323277,2.45995344,5.68,3.79076312,2.22120187,5.31,2.86738787,1.8511595,5.09,1
2.28161421,2.67515709,6.52,3.87976903,2.50037635,6.27,3.26323277,2.45995344,5.68,3.79076312,2.22120187,5.31,1
2.55621305,2.40088976,6.47,2.28161421,2.67515709,6.52,3.87976903,2.50037635,6.27,3.26323277,2.45995344,5.68,1
0.402606386,2.57211876,5.59,2.55621305,2.40088976,6.47,2.28161421,2.67515709,6.52,3.87976903,2.50037635,6.27,1
0.812074926,2.36111502,4.33,0.402606386,2.57211876,5.59,2.55621305,2.40088976,6.47,2.28161421,2.67515709,6.52,1
-0.07258612,1.93261036,3.5,0.812074926,2.36111502,4.33,0.402606386,2.57211876,5.59,2.55621305,2.40088976,6.47,1
0.489183725,0.905495717,2.13,-0.07258612,1.93261036,3.5,0.812074926,2.36111502,4.33,0.402606386,2.57211876,5.59,1
0.877308547,0.525526735,1.73,0.489183725,0.905495717,2.13,-0.07258612,1.93261036,3.5,0.812074926,2.36111502,4.33,1
1.74630463,1.0267989,1.75,0.877308547,0.525526735,1.73,0.489183725,0.905495717,2.13,-0.07258612,1.93261036,3.5,1
1.95476428,1.63907562,1.74,1.74630463,1.0267989,1.75,0.877308547,0.525526735,1.73,0.489183725,0.905495717,2.13,1
1.09826438,1.90976417,1.44,1.95476428,1.63907562,1.74,1.74630463,1.0267989,1.75,0.877308547,0.525526735,1.73,1
1.06464415,2.14983016,1.25,1.09826438,1.90976417,1.44,1.95476428,1.63907562,1.74,1.74630463,1.0267989,1.75,1
1.5014837,1.44890201,1.25,1.06464415,2.14983016,1.25,1.09826438,1.90976417,1.44,1.95476428,1.63907562,1.74,1
3.10165961,1.60324075,1.02,1.5014837,1.44890201,1.25,1.06464415,2.14983016,1.25,1.09826438,1.90976417,1.44,1
3.74742644,0.958849499,1,3.10165961,1.60324075,1.02,1.5014837,1.44890201,1.25,1.06464415,2.14983016,1.25,1
3.3966432,1.96526653,1,3.74742644,0.958849499,1,3.10165961,1.60324075,1.02,1.5014837,1.44890201,1.25,1
2.46699957,2.00400337,1.01,3.3966432,1.96526653,1,3.74742644,0.958849499,1,3.10165961,1.60324075,1.02,1
2.20772428,2.26088847,1.43,2.46699957,2.00400337,1.01,3.3966432,1.96526653,1,3.74742644,0.958849499,1,1
2.49679114,2.48624285,1.95,2.20772428,2.26088847,1.43,2.46699957,2.00400337,1.01,3.3966432,1.96526653,1,1
2.82551811,2.20751781,2.47,2.49679114,2.48624285,1.95,2.20772428,2.26088847,1.43,2.46699957,2.00400337,1.01,1
2.44266455,2.24532973,2.94,2.82551811,2.20751781,2.47,2.49679114,2.48624285,1.95,2.20772428,2.26088847,1.43,1
2.41917585,2.68057287,3.46,2.44266455,2.24532973,2.94,2.82551811,2.20751781,2.47,2.49679114,2.48624285,1.95,1
1.92751325,3.10499184,3.98,2.41917585,2.68057287,3.46,2.44266455,2.24532973,2.94,2.82551811,2.20751781,2.47,1
2.5991407,2.95086698,4.46,1.92751325,3.10499184,3.98,2.41917585,2.68057287,3.46,2.44266455,2.24532973,2.94,1
2.0609006,2.34595209,4.91,2.5991407,2.95086698,4.46,1.92751325,3.10499184,3.98,2.41917585,2.68057287,3.46,1
1.58201005,2.35734688,5.25,2.0609006,2.34595209,4.91,2.5991407,2.95086698,4.46,1.92751325,3.10499184,3.98,1
1.16736566,1.42693644,5.25,1.58201005,2.35734688,5.25,2.0609006,2.34595209,4.91,2.5991407,2.95086698,4.46,1
0.930569283,1.50419807,5.26,1.16736566,1.42693644,5.25,1.58201005,2.35734688,5.25,2.0609006,2.34595209,4.91,1
1.60320808,1.69079336,5.25,0.930569283,1.50419807,5.26,1.16736566,1.42693644,5.25,1.58201005,2.35734688,5.25,1
1.49453806,2.73282651,5.07,1.60320808,1.69079336,5.25,0.930569283,1.50419807,5.26,1.16736566,1.42693644,5.25,1
1.79020865,2.97638531,4.5,1.49453806,2.73282651,5.07,1.60320808,1.69079336,5.25,0.930569283,1.50419807,5.26,1
0.341761073,2.92756096,3.18,1.79020865,2.97638531,4.5,1.49453806,2.73282651,5.07,1.60320808,1.69079336,5.25,1
0.168550639,3.58909141,2.09,0.341761073,2.92756096,3.18,1.79020865,2.97638531,4.5,1.49453806,2.73282651,5.07,1
-0.671942991,3.90002627,1.94,0.168550639,3.58909141,2.09,0.341761073,2.92756096,3.18,1.79020865,2.97638531,4.5,1
-2.12043184,0.505839631,0.51,-0.671942991,3.90002627,1.94,0.168550639,3.58909141,2.09,0.341761073,2.92756096,3.18,1
-4.01160857,-1.47695453,0.18,-2.12043184,0.505839631,0.51,-0.671942991,3.90002627,1.94,0.168550639,3.58909141,2.09,1
-3.66571856,-2.47672061,0.18,-4.01160857,-1.47695453,0.18,-2.12043184,0.505839631,0.51,-0.671942991,3.90002627,1.94,1
-1.20638049,0.696814974,0.16,-3.66571856,-2.47672061,0.18,-4.01160857,-1.47695453,0.18,-2.12043184,0.505839631,0.51,1
1.15365146,2.16694565,0.12,-1.20638049,0.696814974,0.16,-3.66571856,-2.47672061,0.18,-4.01160857,-1.47695453,0.18,1
1.72101318,1.79497533,0.13,1.15365146,2.16694565,0.12,-1.20638049,0.696814974,0.16,-3.66571856,-2.47672061,0.18,1
2.35770002,0.902986587,0.19,1.72101318,1.79497533,0.13,1.15365146,2.16694565,0.12,-1.20638049,0.696814974,0.16,1
2.06625108,0.415820134,0.19,2.35770002,0.902986587,0.19,1.72101318,1.79497533,0.13,1.15365146,2.16694565,0.12,1
2.26383889,1.06390554,0.19,2.06625108,0.415820134,0.19,2.35770002,0.902986587,0.19,1.72101318,1.79497533,0.13,1
0.912681175,2.16074439,0.16,2.26383889,1.06390554,0.19,2.06625108,0.415820134,0.19,2.35770002,0.902986587,0.19,1
0.965310225,2.99862468,0.09,0.912681175,2.16074439,0.16,2.26383889,1.06390554,0.19,2.06625108,0.415820134,0.19,1
0.547390587,2.84211039,0.08,0.965310225,2.99862468,0.09,0.912681175,2.16074439,0.16,2.26383889,1.06390554,0.19,1
2.05649781,2.22844534,0.07,0.547390587,2.84211039,0.08,0.965310225,2.99862468,0.09,0.912681175,2.16074439,0.16,1
1.99208722,1.68177312,0.1,2.05649781,2.22844534,0.07,0.547390587,2.84211039,0.08,0.965310225,2.99862468,0.09,1
2.24604289,1.2334798,0.15,1.99208722,1.68177312,0.1,2.05649781,2.22844534,0.07,0.547390587,2.84211039,0.08,1
1.2456329,1.1914493,0.14,2.24604289,1.2334798,0.15,1.99208722,1.68177312,0.1,2.05649781,2.22844534,0.07,1
0.607650946,1.31572451,0.16,1.2456329,1.1914493,0.14,2.24604289,1.2334798,0.15,1.99208722,1.68177312,0.1,1
0.615194869,1.50999672,0.14,0.607650946,1.31572451,0.16,1.2456329,1.1914493,0.14,2.24604289,1.2334798,0.15,1
0.774585171,0.981952637,0.12,0.615194869,1.50999672,0.14,0.607650946,1.31572451,0.16,1.2456329,1.1914493,0.14,1
1.48395564,0.77986111,0.08,0.774585171,0.981952637,0.12,0.615194869,1.50999672,0.14,0.607650946,1.31572451,0.16,1
1.95016879,0.842544891,0.09,1.48395564,0.77986111,0.08,0.774585171,0.981952637,0.12,0.615194869,1.50999672,0.14,1
1.43732539,1.54607794,0.07,1.95016879,0.842544891,0.09,1.48395564,0.77986111,0.08,0.774585171,0.981952637,0.12,1
1.82261677,1.51412088,0.09,1.43732539,1.54607794,0.07,1.95016879,0.842544891,0.09,1.48395564,0.77986111,0.08,1
1.93029015,1.28303668,0.09,1.82261677,1.51412088,0.09,1.43732539,1.54607794,0.07,1.95016879,0.842544891,0.09,1
